,Name,City,State_x,Location,Acceptance_Rate,Price,Average_Salary_After_10_Years,Graduation_Rate,Student_Population,University_Type,room_board_expense,student_faculty_ratio,Zip,State_y,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
0,University of Alabama at Birmingham,Birmingham,AL,"Birmingham, AL",0.737,27630.0,46400.0,0.55,21923.0,Public,11682.0,19.0,35203,AL,33.519055,-86.8097,-6,1,"33.519055,-86.8097"
158,Birmingham Southern College,Birmingham,AL,"Birmingham, AL",0.5379999999999999,35090.0,51000.0,0.63,1268.0,Private,11920.0,13.0,35203,AL,33.519055,-86.8097,-6,1,"33.519055,-86.8097"
237,Samford University,Birmingham,AL,"Birmingham, AL",0.833,49634.0,57400.0,0.7,5619.0,Private,9830.0,12.0,35203,AL,33.519055,-86.8097,-6,1,"33.519055,-86.8097"
316,The University of Alabama,Tuscaloosa,AL,"Tuscaloosa, AL",0.8270000000000001,30016.0,49900.0,0.66,38390.0,Public,13050.0,23.0,35404,AL,33.217168,-87.49461,-6,1,"33.217168,-87.49461"
336,Auburn University at Montgomery,Montgomery,AL,"Montgomery, AL",0.904,20650.0,37900.0,0.21,5211.0,Public,5650.0,16.0,36131,AL,32.233377000000004,-86.208528,-6,1,"32.233377,-86.208528"
430,Huntingdon College,Montgomery,AL,"Montgomery, AL",0.593,38685.0,42400.0,0.43,1081.0,Private,9100.0,15.0,36131,AL,32.233377000000004,-86.208528,-6,1,"32.233377,-86.208528"
477,Auburn University,Auburn University,AL,"Auburn University, AL",0.807,32196.0,54100.0,0.72,30440.0,Public,12898.0,19.0,36849,AL,32.602434,-85.4858,-6,1,"32.602434,-85.4858"
479,University of Mobile,Mobile,AL,"Mobile, AL",0.457,40110.0,38200.0,0.43,1885.0,Private,9600.0,14.0,36663,AL,30.81901,-88.231726,-6,1,"30.81901,-88.231726"
522,University of South Alabama,Mobile,AL,"Mobile, AL",0.787,22412.0,45200.0,0.37,14834.0,Public,7340.0,18.0,36663,AL,30.81901,-88.231726,-6,1,"30.81901,-88.231726"
608,Spring Hill College,Mobile,AL,"Mobile, AL",0.498,59062.0,48700.0,0.56,1379.0,Private,12690.0,14.0,36663,AL,30.81901,-88.231726,-6,1,"30.81901,-88.231726"
651,University of Montevallo,Montevallo,AL,"Montevallo, AL",0.532,27718.0,36000.0,0.45,2612.0,Public,8980.0,14.0,35715,AL,33.08696,-86.855772,-6,1,"33.08696,-86.855772"
655,Troy University,Troy,AL,"Troy, AL",0.8759999999999999,21778.0,39400.0,0.34,16981.0,Public,6528.0,14.0,59935,MT,48.671585,-115.86200000000001,-7,1,"48.671585,-115.862"
723,Rensselaer Polytechnic Institute,Troy,NY,"Troy, NY",0.474,73816.0,82500.0,0.82,7895.0,Private,,13.0,59935,MT,48.671585,-115.86200000000001,-7,1,"48.671585,-115.862"
757,University of Arizona,Tucson,AZ,"Tucson, AZ",0.846,30041.0,54000.0,0.61,44097.0,Public,11300.0,15.0,85752,AZ,31.970131,-111.89071299999999,-7,0,"31.970131,-111.890713"
861,Lyon College,Batesville,AR,"Batesville, AR",0.444,42450.0,43900.0,0.42,655.0,Private,8440.0,13.0,22924,VA,38.000289,-78.72662,-5,1,"38.000289,-78.72662"
867,University of Arkansas,Fayetteville,AR,"Fayetteville, AR",0.7709999999999999,26144.0,50400.0,0.62,27778.0,Public,10332.0,18.0,13066,NY,43.028515999999996,-76.00876,-5,1,"43.028516,-76.00876"
909,University of Central Arkansas,Conway,AR,"Conway, AR",0.904,23903.0,40800.0,0.45,11177.0,Public,6248.0,16.0,29527,SC,33.801049,-79.1148,-5,1,"33.801049,-79.1148"
937,Hendrix College,Conway,AR,"Conway, AR",0.7,64060.0,46200.0,0.71,1208.0,Private,11580.0,11.0,29527,SC,33.801049,-79.1148,-5,1,"33.801049,-79.1148"
951,Harding University,Searcy,AR,"Searcy, AR",0.613,31911.0,44800.0,0.63,5121.0,Private,6756.0,14.0,72143,AR,35.239022,-91.73776,-6,1,"35.239022,-91.73776"
954,John Brown University,Siloam Springs,AR,"Siloam Springs, AR",0.758,40774.0,53600.0,0.61,2516.0,Private,8840.0,14.0,72761,AR,36.179905,-94.50208,-6,1,"36.179905,-94.50208"
955,Ouachita Baptist University,Arkadelphia,AR,"Arkadelphia, AR",0.614,40200.0,43400.0,0.61,1660.0,Private,7380.0,12.0,71999,AR,34.055486,-93.189406,-6,1,"34.055486,-93.189406"
958,Azusa Pacific University,Azusa,CA,"Azusa, CA",0.675,56826.0,54200.0,0.68,10095.0,Private,9492.0,10.0,91702,CA,34.128907,-117.90308999999999,-8,1,"34.128907,-117.90309"
959,Biola University,La Mirada,CA,"La Mirada, CA",0.6990000000000001,59176.0,48900.0,0.69,6109.0,Private,10560.0,14.0,90638,CA,33.90213,-118.00966000000001,-8,1,"33.90213,-118.00966"
962,California Baptist University,Riverside,CA,"Riverside, CA",0.7829999999999999,50228.0,45100.0,0.58,10486.0,Private,8210.0,17.0,2915,RI,41.7695,-71.35564000000001,-5,1,"41.7695,-71.35564"
993,La Sierra University,Riverside,CA,"Riverside, CA",0.552,47883.0,51900.0,0.5,2339.0,Private,8100.0,13.0,2915,RI,41.7695,-71.35564000000001,-5,1,"41.7695,-71.35564"
1024,California Institute of Technology,Pasadena,CA,"Pasadena, CA",0.064,74763.0,85800.0,0.91,2233.0,Private,14100.0,3.0,91131,CA,33.786594,-118.29866200000001,-8,1,"33.786594,-118.298662"
1065,California Lutheran University,Thousand Oaks,CA,"Thousand Oaks, CA",0.7140000000000001,64270.0,57900.0,0.66,4383.0,Private,13060.0,16.0,91358,CA,34.032383,-119.1343,-8,1,"34.032383,-119.1343"
1068,Chapman University,Orange,CA,"Orange, CA",0.557,75112.0,54100.0,0.77,9608.0,Private,14368.0,14.0,92867,CA,33.811566,-117.82919,-8,1,"33.811566,-117.82919"
1088,Claremont McKenna College,Claremont,CA,"Claremont, CA",0.10300000000000001,76475.0,97800.0,0.91,1327.0,Private,15740.0,8.0,57432,SD,45.674523,-98.01846,-6,1,"45.674523,-98.01846"
1095,Harvey Mudd College,Claremont,CA,"Claremont, CA",0.13699999999999998,79539.0,84900.0,0.91,902.0,Private,17051.0,8.0,57432,SD,45.674523,-98.01846,-6,1,"45.674523,-98.01846"
1102,Pomona College,Claremont,CA,"Claremont, CA",0.07400000000000001,74480.0,70500.0,0.94,1573.0,Private,15605.0,7.0,57432,SD,45.674523,-98.01846,-6,1,"45.674523,-98.01846"
1109,Scripps College,Claremont,CA,"Claremont, CA",0.32,77588.0,59300.0,0.89,1071.0,Private,15682.0,10.0,57432,SD,45.674523,-98.01846,-6,1,"45.674523,-98.01846"
1116,Dominican University of California,San Rafael,CA,"San Rafael, CA",0.9129999999999999,67943.0,58400.0,0.63,1779.0,Private,13650.0,9.0,94915,CA,38.07392,-122.55944,-8,1,"38.07392,-122.55944"
1123,Fresno Pacific University,Fresno,CA,"Fresno, CA",0.6609999999999999,47196.0,43600.0,0.58,4292.0,Private,8060.0,12.0,93844,CA,36.746375,-119.63965800000001,-8,1,"36.746375,-119.639658"
1185,Humboldt State University,Arcata,CA,"Arcata, CA",0.922,25344.0,39000.0,0.45,7972.0,Public,12638.0,21.0,95518,CA,40.881383,-123.984232,-8,1,"40.881383,-123.984232"
1191,University of La Verne,La Verne,CA,"La Verne, CA",0.5479999999999999,64050.0,52000.0,0.61,8064.0,Private,12890.0,15.0,91750,CA,34.117047,-117.77096999999999,-8,1,"34.117047,-117.77097"
1192,Loyola Marymount University,Los Angeles,CA,"Los Angeles, CA",0.43799999999999994,70446.0,65700.0,0.78,9838.0,Private,13015.0,10.0,90094,CA,33.786594,-118.29866200000001,-8,1,"33.786594,-118.298662"
1293,Occidental College,Los Angeles,CA,"Los Angeles, CA",0.36700000000000005,76600.0,56600.0,0.86,1930.0,Private,14460.0,9.0,90094,CA,33.786594,-118.29866200000001,-8,1,"33.786594,-118.298662"
1394,University of Southern California,Los Angeles,CA,"Los Angeles, CA",0.114,77459.0,85500.0,0.92,47310.0,Private,14348.0,9.0,90094,CA,33.786594,-118.29866200000001,-8,1,"33.786594,-118.298662"
1495,Mills College,Oakland,CA,"Oakland, CA",0.758,48839.0,44400.0,0.69,1257.0,Private,13528.0,10.0,2858,RI,41.961859999999994,-71.64661,-5,1,"41.96186,-71.64661"
1540,Pacific Union College,Angwin,CA,"Angwin, CA",0.5329999999999999,44811.0,59200.0,0.45,1062.0,Private,7920.0,13.0,94508,CA,38.568307,-122.45083999999999,-8,1,"38.568307,-122.45084"
1541,University of the Pacific,Stockton,CA,"Stockton, CA",0.6559999999999999,68684.0,81400.0,0.63,6493.0,Private,12858.0,13.0,95212,CA,38.038906,-121.24213,-8,1,"38.038906,-121.24213"
1572,Pepperdine University,Malibu,CA,"Malibu, CA",0.317,75312.0,71700.0,0.84,7961.0,Private,14330.0,14.0,90265,CA,34.051056,-118.80768,-8,1,"34.051056,-118.80768"
1575,Point Loma Nazarene University,San Diego,CA,"San Diego, CA",0.737,53290.0,53500.0,0.74,4592.0,Private,9950.0,14.0,92168,CA,33.016928,-116.846046,-8,1,"33.016928,-116.846046"
1657,San Diego State University,San Diego,CA,"San Diego, CA",0.341,30522.0,53400.0,0.67,35303.0,Public,14812.0,28.0,92168,CA,33.016928,-116.846046,-8,1,"33.016928,-116.846046"
1821,University of San Diego,San Diego,CA,"San Diego, CA",0.48700000000000004,70999.0,70200.0,0.78,9073.0,Private,12302.0,14.0,92168,CA,33.016928,-116.846046,-8,1,"33.016928,-116.846046"
1903,University of Redlands,Redlands,CA,"Redlands, CA",0.764,71338.0,56400.0,0.71,4598.0,Private,13480.0,12.0,92374,CA,34.063264000000004,-117.16888,-8,1,"34.063264,-117.16888"
1906,San Francisco State University,San Francisco,CA,"San Francisco, CA",0.6729999999999999,26987.0,52600.0,0.51,29778.0,Public,13882.0,23.0,94122,CA,37.758379999999995,-122.48478,-8,1,"37.75838,-122.48478"
2048,University of San Francisco,San Francisco,CA,"San Francisco, CA",0.644,71092.0,70400.0,0.71,10713.0,Private,13990.0,13.0,94122,CA,37.758379999999995,-122.48478,-8,1,"37.75838,-122.48478"
2119,William Jessup University,Rocklin,CA,"Rocklin, CA",0.65,52338.0,40100.0,0.6,1695.0,Private,10650.0,12.0,95765,CA,38.817993,-121.2631,-8,1,"38.817993,-121.2631"
2121,San Jose State University,San Jose,CA,"San Jose, CA",0.636,30065.0,59900.0,0.54,35400.0,Public,14867.0,27.0,95190,CA,37.189396,-121.705327,-8,1,"37.189396,-121.705327"
2249,Santa Clara University,Santa Clara,CA,"Santa Clara, CA",0.488,74829.0,81900.0,0.85,8642.0,Private,13965.0,11.0,84765,UT,37.136936999999996,-113.64916000000001,-7,1,"37.136937,-113.64916"
2258,Simpson University,Redding,CA,"Redding, CA",0.523,46150.0,38200.0,0.51,834.0,Private,7950.0,11.0,96002,CA,40.539302,-122.33278999999999,-8,1,"40.539302,-122.33279"
2265,Sonoma State University,Rohnert Park,CA,"Rohnert Park, CA",0.912,28268.0,49300.0,0.57,9459.0,Public,13146.0,24.0,94928,CA,38.347174,-122.69537,-8,1,"38.347174,-122.69537"
2269,Thomas Aquinas College,Santa Paula,CA,"Santa Paula, CA",0.789,38164.0,45700.0,0.8,407.0,Private,7950.0,10.0,93060,CA,34.367474,-119.07316999999999,-8,1,"34.367474,-119.07317"
2271,Westmont College,Santa Barbara,CA,"Santa Barbara, CA",0.648,64240.0,54600.0,0.77,1277.0,Private,13510.0,10.0,93190,CA,34.262834000000005,-119.848555,-8,1,"34.262834,-119.848555"
2288,Whittier College,Whittier,CA,"Whittier, CA",0.5710000000000001,65668.0,47400.0,0.66,1852.0,Private,12902.0,11.0,90606,CA,33.978312,-118.06778,-8,1,"33.978312,-118.06778"
2301,University of Colorado Denver,Denver,CO,"Denver, CO",0.6729999999999999,30154.0,68200.0,0.43,25645.0,Public,,17.0,80251,CO,39.738752000000005,-104.408349,-7,1,"39.738752,-104.408349"
2465,University of Denver,Denver,CO,"Denver, CO",0.5870000000000001,70092.0,63400.0,0.77,11952.0,Private,12021.0,11.0,80251,CO,39.738752000000005,-104.408349,-7,1,"39.738752,-104.408349"
2547,Regis University,Denver,CO,"Denver, CO",0.71,55508.0,57900.0,0.67,7907.0,Private,10210.0,13.0,80251,CO,39.738752000000005,-104.408349,-7,1,"39.738752,-104.408349"
2629,University of Colorado Colorado Springs,Colorado Springs,CO,"Colorado Springs, CO",0.872,25904.0,46400.0,0.46,13123.0,Public,9900.0,16.0,80918,CO,38.916226,-104.76602,-7,1,"38.916226,-104.76602"
2731,University of Colorado Boulder,Boulder,CO,"Boulder, CO",0.784,31034.0,56900.0,0.71,36681.0,Public,13590.0,18.0,80309,CO,40.087835,-105.373507,-7,1,"40.087835,-105.373507"
2769,Colorado School of Mines,Golden,CO,"Golden, CO",0.531,36652.0,90500.0,0.76,6325.0,Public,11477.0,16.0,38847,MS,34.428899,-88.22646999999999,-6,1,"34.428899,-88.22647"
2787,Fort Lewis College,Durango,CO,"Durango, CO",0.914,25374.0,39000.0,0.39,3319.0,Public,10904.0,15.0,81301,CO,37.295888,-107.84945,-7,1,"37.295888,-107.84945"
2797,University of Northern Colorado,Greeley,CO,"Greeley, CO",0.9079999999999999,25459.0,44600.0,0.47,13437.0,Public,10770.0,18.0,18425,PA,41.419115999999995,-75.00683000000001,-5,1,"41.419116,-75.00683"
2819,Fairfield University,Fairfield,CT,"Fairfield, CT",0.5710000000000001,67860.0,77100.0,0.81,5273.0,Private,13860.0,12.0,68938,NE,40.425264,-98.10956999999999,-6,1,"40.425264,-98.10957"
2847,University of Hartford,West Hartford,CT,"West Hartford, CT",0.763,59249.0,49600.0,0.54,6770.0,Private,11986.0,10.0,5084,VT,43.720826,-72.43372,-5,1,"43.720826,-72.43372"
2848,University of New Haven,West Haven,CT,"West Haven, CT",0.83,60038.0,52300.0,0.52,6867.0,Private,15130.0,16.0,6516,CT,41.272147,-72.96495999999999,-5,1,"41.272147,-72.96496"
2849,Trinity College,Hartford,CT,"Hartford, CT",0.335,76850.0,71500.0,0.85,2235.0,Private,13680.0,9.0,6126,CT,41.791776,-72.71883199999999,-5,1,"41.791776,-72.718832"
2900,United States Coast Guard Academy,New London,CT,"New London, Connecticut",0.205,0.0,,,1071.0,Public,,7.0,28127,NC,35.463024,-80.1649,-5,1,"35.463024,-80.1649"
2911,Yale University,New Haven,CT,"New Haven, CT",0.061,76645.0,118400.0,0.96,13433.0,Private,15170.0,6.0,6515,CT,41.327996999999996,-72.96902,-5,1,"41.327997,-72.96902"
2947,University of Delaware,Newark,DE,"Newark, DE",0.7140000000000001,30288.0,61300.0,0.79,24120.0,Public,12068.0,15.0,7175,NJ,40.79185,-74.24524100000001,-5,1,"40.79185,-74.245241"
3037,New Jersey Institute of Technology,Newark,NJ,"Newark, NJ",0.728,38574.0,67200.0,0.6,11423.0,Public,,17.0,7175,NJ,40.79185,-74.24524100000001,-5,1,"40.79185,-74.245241"
3082,American University,Washington,DC,"Washington, DC",0.361,67694.0,64800.0,0.81,14311.0,Private,15698.0,11.0,20069,DC,38.893311,-77.014647,-5,1,"38.893311,-77.014647"
3388,George Washington University,Washington,DC,"Washington, DC",0.408,74160.0,80500.0,0.81,28172.0,Private,12500.0,13.0,20069,DC,38.893311,-77.014647,-5,1,"38.893311,-77.014647"
3694,Georgetown University,Washington,DC,"Washington, DC",0.14400000000000002,76280.0,118900.0,0.94,19204.0,Private,14962.0,11.0,20069,DC,38.893311,-77.014647,-5,1,"38.893311,-77.014647"
4000,Howard University,Washington,DC,"Washington, DC",0.361,45971.0,51800.0,0.6,9139.0,Private,13280.0,8.0,20069,DC,38.893311,-77.014647,-5,1,"38.893311,-77.014647"
4306,University of Central Florida,Orlando,FL,"Orlando, FL",0.444,22548.0,48900.0,0.7,68475.0,Public,9764.0,30.0,32828,FL,28.542132000000002,-81.18404,-5,1,"28.542132,-81.18404"
4436,Eckerd College,Saint Petersburg,FL,"Saint Petersburg, FL",0.674,63572.0,48400.0,0.65,2006.0,Private,11336.0,12.0,33741,FL,27.891809000000002,-82.724763,-5,1,"27.891809,-82.724763"
4469,Florida Agricultural and Mechanical University,Tallahassee,FL,"Tallahassee, FL",0.35700000000000004,23433.0,43600.0,0.39,10021.0,Public,10058.0,16.0,32312,FL,30.554434000000004,-84.25979,-5,1,"30.554434,-84.25979"
4503,Florida State University,Tallahassee,FL,"Tallahassee, FL",0.36,22446.0,51400.0,0.79,41005.0,Public,10304.0,22.0,32312,FL,30.554434000000004,-84.25979,-5,1,"30.554434,-84.25979"
4537,Florida Atlantic University,Boca Raton,FL,"Boca Raton, FL",0.633,25459.0,46200.0,0.48,29772.0,Public,12006.0,24.0,33486,FL,26.344955,-80.11225999999999,-5,1,"26.344955,-80.11226"
4567,Florida Institute of Technology,Melbourne,FL,"Melbourne, FL",0.657,60150.0,62600.0,0.56,6271.0,Private,13610.0,15.0,32935,FL,28.139259999999997,-80.65077,-5,1,"28.13926,-80.65077"
4580,Florida International University,Miami,FL,"Miami, FL",0.575,23865.0,49900.0,0.56,57942.0,Public,10846.0,27.0,33193,FL,25.70028,-80.44721,-5,1,"25.70028,-80.44721"
4788,Florida Southern College,Lakeland,FL,"Lakeland, FL",0.521,53600.0,42700.0,0.61,3154.0,Private,10680.0,15.0,33810,FL,28.106787,-82.01033000000001,-5,1,"28.106787,-82.01033"
4804,Southeastern University,Lakeland,FL,"Lakeland, FL",,42330.0,35700.0,0.41,8755.0,Private,9724.0,17.0,33810,FL,28.106787,-82.01033000000001,-5,1,"28.106787,-82.01033"
4820,University of Florida,Gainesville,FL,"Gainesville, FL",0.366,21211.0,62600.0,0.87,52218.0,Public,9910.0,19.0,32635,FL,29.681312,-82.353862,-5,1,"29.681312,-82.353862"
4882,Jacksonville University,Jacksonville,FL,"Jacksonville, FL",0.917,56400.0,54800.0,0.41,4213.0,Private,13550.0,11.0,14854,NY,42.50632,-76.608222,-5,1,"42.50632,-76.608222"
4951,University of North Florida,Jacksonville,FL,"Jacksonville, FL",0.723,21379.0,47200.0,0.55,16776.0,Public,9772.0,18.0,14854,NY,42.50632,-76.608222,-5,1,"42.50632,-76.608222"
5089,Nova Southeastern University,Fort Lauderdale,FL,"Fort Lauderdale, FL",0.8009999999999999,52967.0,53300.0,0.45,20435.0,Private,11540.0,17.0,33303,FL,26.196911,-80.09516500000001,-5,1,"26.196911,-80.095165"
5135,The University of Tampa,Tampa,FL,"Tampa, FL",0.447,46758.0,51800.0,0.59,9333.0,Private,10196.0,17.0,33620,FL,28.062960999999998,-82.41314,-5,1,"28.062961,-82.41314"
5197,The University of West Florida,Pensacola,FL,"Pensacola, FL",0.31,20322.0,41200.0,0.49,12847.0,Public,9354.0,21.0,32598,FL,30.614279999999997,-87.275772,-6,1,"30.61428,-87.275772"
5273,Berry College,Mount Berry,GA,"Mount Berry, GA",0.706,53540.0,41700.0,0.63,2014.0,Private,11730.0,11.0,30149,GA,34.280355,-85.182085,-5,1,"34.280355,-85.182085"
5274,Covenant College,Lookout Mountain,GA,"Lookout Mountain, GA",0.982,49420.0,45600.0,0.6,1046.0,Private,9630.0,13.0,37350,TN,34.998375,-85.34865,-5,1,"34.998375,-85.34865"
5276,Emmanuel College,Boston,MA,"Boston, MA",0.7809999999999999,60243.0,50600.0,0.64,2209.0,Private,7200.0,14.0,2196,MA,42.338947,-70.919635,-5,1,"42.338947,-70.919635"
5394,Boston University,Boston,MA,"Boston, MA",0.18899999999999997,75002.0,72000.0,0.85,34657.0,Private,,10.0,2196,MA,42.338947,-70.919635,-5,1,"42.338947,-70.919635"
5453,Emerson College,Boston,MA,"Boston, MA",0.33299999999999996,72222.0,49200.0,0.8,4573.0,Private,,15.0,2196,MA,42.338947,-70.919635,-5,1,"42.338947,-70.919635"
5512,Northeastern University,Boston,MA,"Boston, MA",0.18100000000000002,73236.0,69500.0,0.83,21627.0,Private,,14.0,2196,MA,42.338947,-70.919635,-5,1,"42.338947,-70.919635"
5571,Emory University,Atlanta,GA,"Atlanta, GA",0.156,72604.0,81500.0,0.89,14458.0,Private,13486.0,9.0,68923,NE,40.370382,-99.47144,-6,1,"40.370382,-99.47144"
5692,Georgia State University,Atlanta,GA,"Atlanta, GA",0.7609999999999999,29725.0,46200.0,0.54,34316.0,Public,14084.0,23.0,68923,NE,40.370382,-99.47144,-6,1,"40.370382,-99.47144"
5934,Morehouse College,Atlanta,GA,"Atlanta, GA",0.998,48500.0,48000.0,0.52,2206.0,Private,13322.0,12.0,68923,NE,40.370382,-99.47144,-6,1,"40.370382,-99.47144"
6055,Oglethorpe University,Atlanta,GA,"Atlanta, GA",0.6759999999999999,56930.0,49800.0,0.52,1264.0,Private,12710.0,16.0,68923,NE,40.370382,-99.47144,-6,1,"40.370382,-99.47144"
6176,Spelman College,Atlanta,GA,"Atlanta, GA",0.434,54310.0,51300.0,0.75,2171.0,Private,12795.0,11.0,68923,NE,40.370382,-99.47144,-6,1,"40.370382,-99.47144"
6297,Georgia Southern University,Statesboro,GA,"Statesboro, GA",0.545,23497.0,44800.0,0.51,26408.0,Public,9800.0,21.0,30458,GA,32.423083,-81.80677,-5,1,"32.423083,-81.80677"
6305,University of Georgia,Athens,GA,"Athens, GA",0.45299999999999996,27450.0,56400.0,0.85,38652.0,Public,9616.0,17.0,35614,AL,34.860178999999995,-87.06231,-6,1,"34.860179,-87.06231"
6363,LaGrange College,Lagrange,GA,"Lagrange, GA",0.488,47360.0,44500.0,0.49,1029.0,Private,11440.0,11.0,30261,GA,33.04567,-85.04899499999999,-5,1,"33.04567,-85.048995"
6370,Mercer University,Macon,GA,"Macon, GA",0.742,53822.0,57300.0,0.62,8740.0,Private,11106.0,13.0,27551,NC,36.474897999999996,-78.04505,-5,1,"36.474898,-78.04505"
6399,Piedmont College,Demorest,GA,"Demorest, GA",0.54,41650.0,41000.0,0.48,2449.0,Private,9400.0,10.0,30544,GA,34.593092,-83.562922,-5,1,"34.593092,-83.562922"
6401,Savannah College of Art and Design,Savannah,GA,"Savannah, GA",0.9590000000000001,58961.0,39800.0,0.66,14086.0,Private,13905.0,20.0,38372,TN,35.180946999999996,-88.18946,-6,1,"35.180947,-88.18946"
6428,Shorter University,Rome,GA,"Rome, GA",0.603,35130.0,49300.0,0.46,1452.0,Private,9400.0,14.0,30165,GA,34.281423,-85.23825,-5,1,"34.281423,-85.23825"
6443,Young Harris College,Young Harris,GA,"Young Harris, GA",0.647,44142.0,39100.0,0.48,1425.0,Private,10464.0,11.0,30582,GA,34.954638,-83.86484,-5,1,"34.954638,-83.86484"
6444,Chaminade University of Honolulu,Honolulu,HI,"Honolulu, HI",0.9470000000000001,44331.0,41300.0,0.48,2150.0,Private,12690.0,11.0,96807,HI,24.859832,-168.021815,-10,0,"24.859832,-168.021815"
6489,University of Hawaii at Manoa,Honolulu,HI,"Honolulu, HI",0.585,29823.0,49300.0,0.57,17710.0,Public,13030.0,12.0,96807,HI,24.859832,-168.021815,-10,0,"24.859832,-168.021815"
6579,Hawaii Pacific University,Honolulu,HI,"Honolulu, HI",0.748,49640.0,51100.0,0.46,4086.0,Private,13898.0,12.0,96807,HI,24.859832,-168.021815,-10,0,"24.859832,-168.021815"
6624,University of Hawaii at Hilo,Hilo,HI,"Hilo, HI",0.516,20672.0,38100.0,0.39,3406.0,Public,10418.0,12.0,96720,HI,19.713562,-155.09842,-10,0,"19.713562,-155.09842"
6628,Boise Bible College,Boise,ID,"Boise, ID",0.9470000000000001,24258.0,29900.0,0.48,110.0,Private,6450.0,11.0,83712,ID,43.595763,-116.16367,-7,1,"43.595763,-116.16367"
6665,Boise State University,Boise,ID,"Boise, ID",0.774,24300.0,41600.0,0.37,25504.0,Public,7780.0,17.0,83712,ID,43.595763,-116.16367,-7,1,"43.595763,-116.16367"
6739,University of Idaho,Moscow,ID,"Moscow, ID",0.778,21820.0,46900.0,0.58,11841.0,Public,8354.0,14.0,49257,MI,42.054795,-84.503905,-5,1,"42.054795,-84.503905"
6761,Northwest Nazarene University,Nampa,ID,"Nampa, ID",,42990.0,43000.0,0.51,2201.0,Private,6800.0,15.0,83687,ID,43.590212,-116.53781000000001,-7,1,"43.590212,-116.53781"
6766,School of the Art Institute of Chicago,Chicago,IL,"Chicago, IL",0.57,69880.0,39100.0,0.6,3639.0,Private,13640.0,10.0,60613,IL,41.953256,-87.6629,-6,1,"41.953256,-87.6629"
6851,University of Chicago,Chicago,IL,"Chicago, IL",0.062,81531.0,98500.0,0.92,17002.0,Private,15093.0,5.0,60613,IL,41.953256,-87.6629,-6,1,"41.953256,-87.6629"
6936,University of Illinois at Chicago,Chicago,IL,"Chicago, IL",0.727,31381.0,61900.0,0.6,31683.0,Public,11342.0,19.0,60613,IL,41.953256,-87.6629,-6,1,"41.953256,-87.6629"
7106,Illinois Institute of Technology,Chicago,IL,"Chicago, IL",0.602,68262.0,79300.0,0.69,6753.0,Private,12818.0,12.0,60613,IL,41.953256,-87.6629,-6,1,"41.953256,-87.6629"
7191,Loyola University Chicago,Chicago,IL,"Chicago, IL",0.672,63123.0,59800.0,0.74,17007.0,Private,13770.0,14.0,60613,IL,41.953256,-87.6629,-6,1,"41.953256,-87.6629"
7276,Roosevelt University,Chicago,IL,"Chicago, IL",0.6729999999999999,49699.0,46600.0,0.34,4329.0,Private,12927.0,11.0,60613,IL,41.953256,-87.6629,-6,1,"41.953256,-87.6629"
7361,Saint Xavier University,Chicago,IL,"Chicago, IL",0.726,49064.0,49000.0,0.51,3667.0,Private,11060.0,14.0,60613,IL,41.953256,-87.6629,-6,1,"41.953256,-87.6629"
7446,Aurora University,Aurora,IL,"Aurora, IL",0.867,38798.0,42900.0,0.57,6005.0,Private,9366.0,18.0,80047,CO,39.738752000000005,-104.408349,-7,1,"39.738752,-104.408349"
7486,Wells College,Aurora,NY,"Aurora, NY",0.8320000000000001,46850.0,39500.0,0.52,471.0,Private,,8.0,80047,CO,39.738752000000005,-104.408349,-7,1,"39.738752,-104.408349"
7526,Blackburn College,Carlinville,IL,"Carlinville, IL",0.5710000000000001,33260.0,40400.0,0.4,566.0,Private,7364.0,11.0,62626,IL,39.280289,-89.8757,-6,1,"39.280289,-89.8757"
7527,Bradley University,Peoria,IL,"Peoria, IL",0.7020000000000001,48990.0,56800.0,0.74,5882.0,Private,10010.0,12.0,61643,IL,40.744178999999995,-89.718401,-6,1,"40.744179,-89.718401"
7569,Eastern Illinois University,Charleston,IL,"Charleston, IL",0.525,24653.0,43500.0,0.59,7526.0,Public,9546.0,14.0,25334,WV,38.296818,-81.55465500000001,-5,1,"38.296818,-81.554655"
7713,Elmhurst College,Elmhurst,IL,"Elmhurst, IL",0.6779999999999999,52049.0,50200.0,0.7,3426.0,Private,9928.0,14.0,11380,NY,40.651378,-73.870779,-5,1,"40.651378,-73.870779"
7717,Eureka College,Eureka,IL,"Eureka, IL",0.618,39620.0,38800.0,0.52,567.0,Private,9100.0,13.0,59917,MT,48.840305,-114.99727,-7,1,"48.840305,-114.99727"
7729,Greenville College,Greenville,IL,"Greenville, IL",0.561,41322.0,40300.0,0.52,1132.0,Private,9016.0,11.0,29606,SC,34.849745,-82.453779,-5,1,"34.849745,-82.453779"
